Date,Open,High,Low,Close,Volume
2024-09-18,115.85677572945441,117.66625439302568,113.18754300284537,113.3375015258789,310318900
2024-09-19,117.31635695887289,119.62569992209964,117.21638715198857,117.83621215820312,293506400
2024-09-20,117.02643713264742,118.58599507614844,115.35691774254244,115.96674346923828,382462400
2024-09-23,116.51659472951452,116.9564634197924,114.82707671663402,116.22667694091797,206228500
2024-09-24,116.48659105394941,121.76508371624787,115.34691849533687,120.8353500366211,354966800
2024-09-25,121.98501577990396,124.90418446690079,121.57513728542474,123.47459411621094,284692900
2024-09-26,126.76365118817954,127.63339688941237,121.76508462125145,124.00444030761719,302582900
2024-09-27,123.93446689659378,123.99444725769884,119.22581786965418,121.36520385742188,271009200
2024-09-30,118.27607446992181,121.46516224022741,118.11612431295472,121.40518188476562,226553700
2024-10-01,121.73508253340503,122.40489622649267,115.7568014008595,116.9664535522461,302094500
2024-10-02,116.40662795721522,119.34578009653441,115.10699751736388,118.81593322753906,221845900
2024-10-03,120.88533415502995,124.3243504544059,120.30549859251518,122.81478118896484,277118000
2024-10-04,124.90418432860164,125.00415413490973,121.79507530101387,124.88418579101562,243678100
2024-10-07,124.95417447518639,130.6025566538886,124.91418502432315,127.68339538574219,346250200
2024-10-08,130.2226473652744,133.44172537204778,129.38289186465897,132.85189819335938,285722500
2024-10-09,134.0715571884807,134.48144332062452,131.34234403030248,132.61196899414062,246191600
2024-10-10,131.87219951867377,134.96131029321415,130.9624566548967,134.7713623046875,242311300
2024-10-11,133.97158567859756,135.74108264717918,133.62169514533127,134.76136779785156,170209500
2024-10-14,136.43089368651033,139.56000161928338,136.26094423310064,138.0304412841797,232347700
2024-10-15,137.8304782609884,138.53028982768672,128.70310551155586,131.56228637695312,377831000
2024-10-16,133.94156959886413,136.58081182356645,131.5422640325576,135.6810760498047,264879700
2024-10-17,139.30005999950754,140.84961880375567,136.83076670766295,136.8907470703125,306435900
2024-10-18,138.63024003343975,138.86016981880368,137.24063917112105,137.96043395996094,176090200
2024-10-21,138.090405825162,143.66880798339844,137.96043821210023,143.66880798339844,264554500
2024-10-22,142.86904559419827,144.37860733596548,141.73936457126644,143.54884338378906,226311600
2024-10-23,141.9892821435429,142.3891613712536,137.42060018656866,139.51998901367188,285930000
2024-10-24,140.77963709898057,141.30948393843238,138.42031305269128,140.3697509765625,172354900
2024-10-25,140.88959441527413,144.0886893234089,140.7596420534019,141.49942016601562,205122100
2024-10-28,142.95902137870084,143.09898064959424,140.00986979275078,140.479736328125,173586700
