SATL,SATL,SATL,SATL,SATL
Open,High,Low,Close,Volume
1.090000033378601,1.100000023841858,1.0499999523162842,1.090000033378601,52300
1.0800000429153442,1.1449999809265137,1.0800000429153442,1.1200000047683716,55000
1.100000023841858,1.1799999475479126,1.100000023841858,1.1100000143051147,278900
1.100000023841858,1.1100000143051147,1.0,1.0,139400
1.0499999523162842,1.0499999523162842,0.9900000095367432,1.0,114500
0.9900000095367432,0.9900000095367432,0.9399999976158142,0.9750000238418579,64300
0.9900000095367432,1.0,0.9620000123977661,1.0,28900
1.0,1.090000033378601,0.9990000128746033,1.059999942779541,80100
1.0800000429153442,1.0800000429153442,0.9900000095367432,1.0299999713897705,31400
1.0,1.0299999713897705,0.9900000095367432,0.9950000047683716,12200
1.0,1.0099999904632568,0.9900000095367432,1.0010000467300415,37000
1.0299999713897705,1.0499999523162842,0.9789999723434448,1.0,16200
1.0399999618530273,1.0399999618530273,0.9900000095367432,1.0,39200
0.9900000095367432,1.0499999523162842,0.9900000095367432,0.9990000128746033,43500
1.0299999713897705,1.0299999713897705,0.9649999737739563,0.9700000286102295,71200
1.0,1.0399999618530273,0.9800000190734863,1.0,42300
0.9700000286102295,1.0299999713897705,0.9700000286102295,1.0099999904632568,9100
1.0,1.0099999904632568,0.9800000190734863,1.0,8700
1.0,1.0099999904632568,0.9700000286102295,0.9850000143051147,41800
1.0,1.0,0.9800000190734863,0.984000027179718,13500
0.9890000224113464,1.0199999809265137,0.9850000143051147,1.0,40700
1.0,1.0099999904632568,0.9900000095367432,1.0099999904632568,15600
0.9929999709129333,1.0099999904632568,0.9800000190734863,1.0099999904632568,284100
1.0099999904632568,1.0099999904632568,0.9800000190734863,0.9950000047683716,23600
1.0,1.0099999904632568,0.9900000095367432,1.0099999904632568,33600
1.0,1.0099999904632568,0.9900000095367432,1.0,88800
1.0,1.0,0.9900000095367432,0.9919999837875366,20600
0.9800000190734863,1.0,0.949999988079071,0.984000027179718,26200
1.0099999904632568,1.0099999904632568,0.9800000190734863,1.0099999904632568,10600
0.9900000095367432,1.0,0.9599999785423279,0.9900000095367432,19300
0.9679999947547913,1.0099999904632568,0.9599999785423279,0.9710000157356262,37700
