AAPL,AAPL,AAPL,AAPL,AAPL
Open,High,Low,Close,Volume
219.27328293515097,223.13382860511078,218.3655012478301,222.64503479003906,36412700
220.7796058888877,224.64015156252358,220.48033536050963,223.34332275390625,35905900
205.0381002304481,206.98335084549154,200.75858236471802,202.69384765625,103419000
193.4165691841804,199.39194860307396,186.88255957870848,187.92002868652344,125910900
176.76731422169505,193.6759230716255,174.19361217758157,181.0169219970703,160466300
186.24410709579757,189.8752182218586,168.79682446290911,171.9989776611328,120859500
171.53013119082922,200.1201531468693,171.47028013366514,198.3644561767578,184395900
188.60833789927736,194.30438674913324,182.553152263757,189.9550323486328,121880000
185.64558871717136,199.05275825525484,185.60567786476867,197.66615295410156,87435900
210.9237150406947,212.42005238891582,200.66881763194172,202.02549743652344,101352900
201.36709301089155,203.01305790446213,199.3121256140358,201.6464080810547,51343900
197.8756484915953,200.2099310657198,191.9002692932641,193.79563903808594,59732400
196.71848747425943,198.34451232255947,193.9452767059697,196.4990234375,52164700
192.79808650813246,193.3267911609043,189.34652827875263,192.6883544921875,46742500
195.64111763020085,201.097762433896,195.49148998245192,199.25228881835938,52976400
205.49699351150966,207.49210995336898,202.30481024884085,204.1004180908203,52929200
204.38970763388747,208.32008954356945,202.44447210591895,207.8612060546875,47311000
205.86608387594285,209.2378355121778,205.69650080604464,208.76898193359375,38222300
209.48723454234343,210.98357193193158,206.95344326011445,209.62689208984375,38743100
208.18043904370694,211.72177396764008,207.86121308906752,210.6942901611328,36827600
208.78894157113288,213.0584895980106,206.16535854293033,211.9811248779297,52286500
208.56948083895412,214.0360957896086,208.3899124386699,212.79913330078125,57365700
205.58677037884885,206.48458191182934,201.66637387157866,204.8485870361328,101010600
202.6040848015313,203.60164304236298,197.72602561272546,198.40435791015625,69018500
197.72602851406054,200.1600578713198,196.538931754607,198.02528381347656,51216500
198.6836658614824,198.95301083885846,192.77812311451905,195.7707977294922,68536700
197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900
198.51409591462888,200.0503289543839,197.05765414160055,198.0452423095703,36453900
210.7308445260501,211.03050749278242,206.5156271207593,210.55104064941406,63775800
210.19144790738707,213.1580823159532,208.76307628033234,212.68861389160156,51909300
212.18917192393894,213.69746987061376,210.34127831689767,212.08929443359375,49325800
210.71086343228015,212.71859464512332,209.30245815432872,211.21029663085938,45029500
212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900
207.67431083672193,209.24252311349682,204.02843943795537,208.54331970214844,46140500
207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003906,42496600
204.93741112479617,206.80528635778637,200.4824756537251,201.86090087890625,59211800
200.48247209416806,202.52015274475195,199.4736073247078,201.13172912597656,46742400
193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,78432900
198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,56288500
200.36260025266836,202.50017366149785,199.67338002302156,200.1927947998047,45339700
203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800
199.14398126681596,201.73105672211125,196.55692105301176,200.622314453125,70819900
200.05295557621693,201.9008644592711,199.89313329888972,201.47134399414062,35423300
201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003906,46381600
202.67998220748078,206.00620910456834,201.8709028727957,202.590087890625,43604000
203.26931435006063,204.5178973620389,199.92310578136215,200.40257263183594,55126100
202.76987228695742,205.4668084267123,201.82095228760733,203.68882751464844,46607700
204.15830357568726,205.76647909477697,199.79326227022588,201.2216339111328,72862600
200.3726011094186,204.11835001917973,200.34263633745982,202.44024658203125,54672600
203.26930749599725,204.26817387189894,198.18508130061548,198.55465698242188,60989900
198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600
199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300
197.07634287373045,198.46476655376847,196.33717625414866,198.195068359375,43020700
196.97644196425614,198.16509536417735,194.98870767431248,195.418212890625,38856200
195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700
198.01527480684123,201.47134391409438,196.6368343380514,200.7721405029297,96813500
201.40143343464243,202.07067208145295,198.73446202428119,201.27157592773438,55814300
202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000
201.2216365357081,203.43912119943792,200.39257558111612,201.33151245117188,39525700
201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100
201.66113009938155,202.98962419564972,199.77327327657756,200.85205078125,73188600
201.78098710410558,207.15489297707504,199.0341046248948,204.93740844726562,91912800
206.4357061767528,209.95171998702364,205.90630823197938,207.58441162109375,78788900
208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800
211.90950026104147,214.40666625629999,211.56988934364432,213.30792236328125,34955800
212.43889126622693,215.9848699115094,208.56330013289198,209.7119903564453,50229000
209.86183643928914,211.1903153368944,208.213697736729,209.7719268798828,42848900
209.2924745188519,211.09043707809712,206.98509558510867,210.90065002441406,48749400
210.27134950514616,213.23798377907798,209.7918979255535,212.16920471191406,44443600
210.33129628612954,211.88952536572023,209.6220944658076,210.92062377929688,39765800
209.69201166358403,210.67091168904602,207.3047216270235,208.3834991455078,38840100
208.9828312368767,211.64980271899068,208.6831682659836,208.87295532226562,42296300
210.06160887608695,212.1592191902425,208.40348697906978,209.92176818847656,47490500
210.33130094399476,211.5599023237274,209.35240091776063,209.78192138671875,48068100
210.63095139102305,211.54990664350106,209.46227954032304,210.9405975341797,48974600
211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400
212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100
214.75626907170553,214.90609293027538,212.1692088371252,213.9072265625,46989300
213.65751035981805,215.44548969662856,213.28793468034502,213.51766967773438,46022600
214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460938,40268800
213.78737619229818,214.60645396318566,212.81847455673218,213.80735778808594,37858000
213.93719187335407,214.5664825639156,210.58101550100253,211.03050231933594,51411700
211.65977882345743,212.14922883427738,207.48452469073794,208.81301879882812,45512500
208.25365677749065,209.60211724381097,206.92516266487007,207.33470153808594,80698400
210.63095505795985,213.33788973606855,201.27158167093614,202.1505889892578,104434500
204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300
203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503906,44155100
205.39689808550258,215.1358452662651,205.35693489516686,213.0082550048828,108483100
218.63187314031333,220.59964108330854,216.33447747046458,219.7805633544922,90224800
220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000
227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100
228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200
231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500
234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300
234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700
231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200
231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,39402600
229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,42263900
226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,30621200
226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,42477800
226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,30983100
226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100
228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500
230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700
232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400
229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600
237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800
238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400
240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400
239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500
237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900
232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800
226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600
229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200
237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500
237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63421100
238.97000122070312,240.10000610351562,237.7301025390625,238.99000549316406,45889983
