Date,Open,High,Low,Close,Volume
2024-09-18,83.4397142706398,83.58722263463008,82.64317960871412,83.01686096191406,7858800
2024-09-19,86.16859003026323,87.09296874639426,85.50480616451607,87.01921081542969,18618400
2024-09-20,87.7370831320221,88.03209235586198,86.58653140361382,86.82254028320312,12277000
2024-09-23,87.98292302320999,89.63500009387676,87.8354146681781,88.59261322021484,19744100
2024-09-24,94.47322820461373,95.87946059342072,92.83098693660884,95.57461547851562,47423200
2024-09-25,92.81131608859879,94.58140145688466,92.49663507896875,93.87336730957031,18816600
2024-09-26,100.98319942284428,104.20868158237013,100.0686565847091,103.32363891601562,67261600
2024-09-27,104.20867782213821,107.61116839216061,103.97266895382205,105.54607391357422,50075200
2024-09-30,109.86310700951609,110.35479652710069,104.34143582776532,104.35618591308594,58561500
2024-10-01,104.65120192553377,110.9153294877281,104.38569286991527,110.86615753173828,44505000
2024-10-02,113.39343485092732,114.6324945436836,110.35479721456662,113.33443450927734,53732800
2024-10-03,109.05674246701379,112.19371665906094,108.79122591154382,110.96449279785156,29267000
2024-10-04,113.7425411549762,113.80646319542319,111.8593693335774,112.62640380859375,25644200
2024-10-07,115.49786756231025,115.86172051533548,111.48568670064535,115.56670379638672,38404000
2024-10-08,108.27003492900667,108.91906872137906,106.24427643024485,107.85701751708984,37414400
2024-10-09,104.04150502651198,107.56199627399045,103.86449649990014,106.09676361083984,28793000
2024-10-10,107.16865198092057,108.99773010831133,105.69358340852496,107.46366119384766,19736600
2024-10-11,106.25411325943259,109.20425051787954,105.43790681730805,108.30937194824219,18042600
2024-10-14,106.50978646712029,108.25037165182327,105.14289013697504,106.01809692382812,21351600
2024-10-15,102.261590166857,102.67461508944427,99.95065079008992,100.14732360839844,28942600
2024-10-16,100.80127099988736,102.12391707740584,100.08832265958635,100.47183990478516,16432600
2024-10-17,99.56713354490094,99.76380636321404,97.89539208147818,98.40674591064453,15808200
2024-10-18,101.64697318325521,101.64697318325521,99.97031760858798,100.7275161743164,20824600
2024-10-21,98.80501307781773,99.96048651557358,98.45099600338135,99.2327880859375,10328600
2024-10-22,98.3477427351792,100.1964926829108,98.1412340311177,98.7902603149414,20650100
2024-10-23,98.50016370497238,98.55424985296939,96.11055230702706,96.37114715576172,13638200
2024-10-24,95.18126089211731,95.79095861520914,93.93236527430751,94.75840759277344,13602900
2024-10-25,96.66616727783132,97.25619322966466,95.43694341876729,95.80078887939453,16977100
2024-10-28,97.38403079830343,99.37046077615743,97.13818602399584,98.26907348632812,16044400
2024-10-29,99.76379982142095,99.76379982142095,97.87571388010862,98.17073059082031,13685400
2024-10-30,96.58256983767366,98.1412322348966,95.95812954250704,97.05950927734375,10179900
2024-10-31,96.17447767036349,96.4694868947908,95.14684082290196,96.35148620605469,8379300
2024-11-01,96.58749187711881,96.66616400205379,95.80078563294254,95.9581298828125,8501000
2024-11-04,97.17752089414486,98.21990032357307,96.72516741528759,96.7645034790039,8681900
2024-11-05,98.30840533885099,99.40978507890846,97.31027619813051,97.56103515625,10804200
2024-11-06,94.20771820922621,95.70245109928265,93.1850030728352,95.12226104736328,18162900
2024-11-07,97.61020743764352,99.41962130386035,97.53153531235057,98.47557830810547,16340400
2024-11-08,94.51255951559038,94.77806855351328,92.1327840549977,92.62447357177734,24879800
2024-11-11,94.56173607350304,95.19109808542429,93.46526299582332,93.83403015136719,12556700
2024-11-12,91.13957454363961,91.77877245393582,89.51699754137603,90.25453186035156,21641900
2024-11-13,91.01173244047982,91.32641343071262,89.76283686800922,90.47087097167969,12874500
2024-11-14,89.37932326093032,90.03327124417238,88.51395237843327,89.07447814941406,16946800
2024-11-15,88.7007869457671,89.19247646875381,85.78015748139892,87.11754608154297,31018300
2024-11-18,87.42240397341473,88.01242993615644,86.38985291167634,87.86492156982422,13482000
2024-11-19,85.71131947428829,86.4783539138581,85.37500102655368,85.66214752197266,19289000
2024-11-20,85.59331348119743,86.08500300659315,85.06228789345964,85.32779693603516,15174500
2024-11-21,85.53431738399473,85.59331772914261,84.02482686487312,84.15758514404297,15869200
2024-11-22,82.2104880041318,82.28916012963748,81.2615308114502,81.74829864501953,24999200
2024-11-25,82.84968914095944,84.44768017780287,82.35799959116146,84.15758514404297,15120100
2024-11-26,84.38867662604075,84.64927147732458,83.44954782099086,83.76422882080078,10241500
2024-11-27,85.52447618984955,86.08500194176376,85.03278667053578,85.15078735351562,13607600
2024-11-29,84.98361680965229,86.03583210678316,84.5410992324109,85.91783142089844,7553500
2024-12-02,85.49498168384764,85.55398202924681,83.85273287856137,84.52143096923828,16537200
2024-12-03,84.57551561215327,85.19996343264752,83.9609036832459,84.25592041015625,13660700
2024-12-04,84.52143021661043,84.56076628072199,82.86935303686012,83.51838684082031,13613700
2024-12-05,83.38562660308408,83.68555752012405,82.53009161216676,82.75135040283203,12979600
2024-12-06,84.58043451505874,85.24913257172247,84.47226221893764,84.50176239013672,11751500
2024-12-09,90.48070787591647,92.55563825751298,90.30369934801672,90.78555297851562,32767300
2024-12-10,88.29269432208746,89.05480710721679,88.00751348850258,88.33694458007812,13859200
2024-12-11,87.41748191873235,87.68299847756192,86.53736092410844,87.5010757446289,9866000
2024-12-12,87.55515910604674,88.50411630743474,87.01921181088568,87.74691772460938,9951200
2024-12-13,86.72420452748467,86.92087734485705,85.78998988849821,86.3603515625,11608600
2024-12-16,84.53126411823203,85.47432428803786,84.44276360300483,84.62960052490234,13216600
2024-12-17,84.07890776661844,86.14400224633384,83.98057136331516,85.70148468017578,13288700
2024-12-18,84.95509835624628,85.77032192938906,83.41808092269827,83.58721923828125,11319500
2024-12-19,83.58721770967941,83.97073493190513,82.83984754472743,82.90868377685547,13795100
2024-12-20,80.84359357381211,81.62046395027578,80.34206814038124,80.91242980957031,21270500
2024-12-23,81.47295273924493,83.89206430036863,81.39428061467504,83.72489166259766,20055100
2024-12-24,84.27558030375833,84.4624247212478,83.58721798024976,84.09857177734375,5235400
2024-12-26,84.29525205131999,85.81948505348832,84.1379078045331,84.6492691040039,12008600
2024-12-27,83.47904471280097,83.85272604083605,82.88901879916108,83.6462173461914,8629400
2024-12-30,82.77101788844111,83.53805239383051,82.14165585824533,82.73168182373047,10731000
2024-12-31,83.01686145019937,83.93140430921382,83.01686145019937,83.3807144165039,7415000
2025-01-02,82.9873579200982,84.01007303845718,82.80051349866541,83.53804779052734,10635700
2025-01-03,83.68555878681661,84.12808387743229,83.35121349854377,84.11824798583984,7689500
2025-01-06,85.11145848563014,85.90799310320244,83.6658901036755,84.09857177734375,18077100
2025-01-07,82.90377236183619,83.69539280913965,82.38749685227535,83.07586669921875,11144100
