SPY,SPY,SPY,SPY,SPY
Open,High,Low,Close,Volume
580.942551785946,584.8909013825514,579.6962362276395,581.371337890625,70860400
574.2822361785879,580.0950688548037,573.9033513887334,577.4030151367188,76029000
584.3425491795706,589.5670943925401,576.725053693289,589.4075927734375,72588500
589.8163475692377,591.0228029471133,585.2598105493923,585.9976196289062,68445500
591.3119286527991,591.4515306022613,584.342541704147,588.310791015625,69973300
587.194104951146,589.3876325602934,581.5208739520402,587.6527709960938,90601200
586.0275300945058,591.0426720366128,583.3354764354921,590.9629516601562,61630500
590.5940612123461,595.3200799781005,590.1054544048488,594.3330078125,63606200
595.2004551527299,596.1875273458553,593.7347563998676,594.1734619140625,57314200
595.8684581600321,597.2344151426059,589.3078360260068,591.3019409179688,92278700
596.8953968767723,599.0590445233215,595.1007146259882,597.3740234375,66588700
597.9522747414663,599.477794222525,596.7259196839311,597.9124145507812,53016400
598.4507520987654,601.6911723434343,597.3241388928317,601.3023681640625,66247000
602.4091389302424,603.2765697174132,597.5036577794746,599.5874633789062,73658200
598.2414316391353,601.9703979492188,597.7528856906831,601.9703979492188,64129000
596.73587404184,600.0759753105004,593.7247562563699,595.2402954101562,89506000
598.6303165073551,602.6683667667999,598.4507935133779,600.903564453125,79984100
598.4408921774705,599.9763310919831,595.0010489432416,595.768798828125,82209400
596.6760685598517,599.4478427165867,594.711843595377,595.6790161132812,76605000
598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400
595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000
604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300
607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800
608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400
612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400
617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92502500
616.3599853515625,618.8300170898438,615.52001953125,617.6500244140625,70030100
617.239990234375,620.489990234375,616.6099853515625,620.4500122070312,66510400
622.4500122070312,626.280029296875,622.4299926757812,625.3400268554688,51065800
623.3599853515625,624.030029296875,617.8699951171875,620.6799926757812,74814500
621.3499755859375,622.1099853515625,619.52001953125,620.3400268554688,59024600
622.77001953125,624.719970703125,620.9099731445312,624.0599975585938,66113300
624.2000122070312,626.8699951171875,623.010009765625,625.8200073242188,57529000
622.739990234375,624.8599853515625,621.530029296875,623.6199951171875,63670200
623.1599731445312,625.1599731445312,621.7999877929688,624.8099975585938,51898500
627.52001953125,627.8599853515625,622.0599975585938,622.1400146484375,74317300
623.739990234375,624.72998046875,618.0499877929688,624.219970703125,88987500
624.4000244140625,628.4000244140625,624.1799926757812,628.0399780273438,68885700
629.2999877929688,629.469970703125,626.4600219726562,627.5800170898438,65621600
628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000
629.0999755859375,629.72998046875,626.1900024414062,628.8599853515625,60046300
631.5499877929688,634.2100219726562,629.72998046875,634.2100219726562,70511000
634.5999755859375,636.1500244140625,633.989990234375,634.4199829101562,71307100
635.0900268554688,637.5800170898438,634.8400268554688,637.0999755859375,56865400
637.47998046875,638.0399780273438,635.5399780273438,636.9400024414062,54917100
638.3499755859375,638.6699829101562,634.3400268554688,635.260009765625,60556300
635.9199829101562,637.6799926757812,631.5399780273438,634.4600219726562,80418900
639.4600219726562,639.8499755859375,630.77001953125,632.0800170898438,103385200
626.2999877929688,626.3400268554688,619.2899780273438,621.719970703125,140103600
625.6699829101562,631.219970703125,625.5800170898438,631.1699829101562,73218000
631.7899780273438,632.6099853515625,627.0399780273438,627.969970703125,68051400
629.0499877929688,633.4400024414062,628.1300048828125,632.780029296875,64357500
636.239990234375,636.97998046875,629.1099853515625,632.25,74205800
634.0599975585938,637.6500244140625,633.739990234375,637.1799926757812,64051600
637.4600219726562,638.9500122070312,634.6599731445312,635.9199829101562,58742300
638.2899780273438,642.8499755859375,636.7899780273438,642.6900024414062,64730800
644.9099731445312,646.1900024414062,642.6799926757812,644.8900146484375,60092800
642.7899780273438,645.6199951171875,642.3400268554688,644.9500122070312,59327500
645.989990234375,646.0900268554688,642.52001953125,643.4400024414062,68592500
642.8599853515625,644.0,642.1799926757812,643.2999877929688,43804900
643.1199951171875,644.1099853515625,638.47998046875,639.8099975585938,69750700
639.4000244140625,639.6599731445312,632.9500122070312,638.1099853515625,88890300
636.280029296875,637.969970703125,633.8099975585938,635.5499877929688,54805800
637.760009765625,646.5,637.25,645.3099975585938,84083200
644.0399780273438,645.2899780273438,642.3499755859375,642.469970703125,51274300
642.2000122070312,645.510009765625,641.5700073242188,645.1599731445312,51581600
644.5700073242188,647.3699951171875,644.4199829101562,646.6300048828125,48341100
647.239990234375,649.47998046875,645.3400268554688,648.9199829101562,61519500
647.469970703125,647.8400268554688,643.1400146484375,645.0499877929688,74522200
637.5,640.489990234375,634.9199829101562,640.27001953125,81983500
642.6699829101562,644.2100219726562,640.4600219726562,643.739990234375,70820900
644.4199829101562,649.1500244140625,643.510009765625,649.1199951171875,65219200
651.47998046875,652.2100219726562,643.3300170898438,647.239990234375,85178900
648.6199951171875,649.8400268554688,647.22998046875,648.8300170898438,63133100
648.969970703125,650.8599853515625,647.219970703125,650.3300170898438,66133900
653.6199951171875,654.5499877929688,650.6300048828125,652.2100219726562,78034500
654.1799926757812,658.3300170898438,653.5900268554688,657.6300048828125,69934400
657.5999755859375,659.1099853515625,656.9000244140625,657.4099731445312,72780100
659.6400146484375,661.0399780273438,659.3400268554688,660.9099731445312,63772400
661.469970703125,661.780029296875,659.2100219726562,660.0,61169000
660.010009765625,661.7150268554688,654.3099975585938,659.1799926757812,88794454
