BIDU,BIDU,BIDU,BIDU,BIDU
Open,High,Low,Close,Volume
88.8499984741211,89.45999908447266,87.04000091552734,89.0199966430664,3679500
90.9000015258789,91.26000213623047,88.5,89.16000366210938,5335500
89.68000030517578,90.19999694824219,87.20999908447266,88.26000213623047,4168200
85.51000213623047,87.29000091552734,84.9800033569336,86.44999694824219,3221500
86.33000183105469,87.19000244140625,83.8499984741211,84.31999969482422,3274100
86.19999694824219,88.18000030517578,85.29000091552734,87.1500015258789,4968700
89.80000305175781,92.08999633789062,89.5,91.87999725341797,4948800
93.0999984741211,93.87999725341797,91.1500015258789,93.38999938964844,7784500
92.63999938964844,95.80999755859375,92.08000183105469,94.80000305175781,4079200
94.80999755859375,95.73999786376953,91.83000183105469,92.58999633789062,4562000
94.5999984741211,97.19000244140625,93.12999725341797,94.47000122070312,3597700
92.80000305175781,93.51000213623047,89.88999938964844,92.4000015258789,4339700
93.77999877929688,96.30000305175781,93.31999969482422,94.26000213623047,5905300
95.1500015258789,95.61000061035156,93.2699966430664,93.81999969482422,3732400
95.4000015258789,103.11000061035156,95.36000061035156,102.2699966430664,14405800
104.19999694824219,105.19000244140625,101.79000091552734,102.51000213623047,10971800
101.33999633789062,101.58000183105469,97.5199966430664,98.23999786376953,8147100
94.83000183105469,95.79000091552734,93.93000030517578,94.2699966430664,6525800
93.6500015258789,95.45999908447266,93.0999984741211,94.54000091552734,3773700
95.0999984741211,96.08000183105469,94.27999877929688,95.87000274658203,3232200
95.93000030517578,97.79000091552734,95.1500015258789,95.37999725341797,4094700
95.8499984741211,99.2300033569336,95.69999694824219,97.5,5099100
97.77999877929688,99.48999786376953,97.45999908447266,98.41999816894531,3726700
95.22000122070312,95.58999633789062,92.76000213623047,93.37000274658203,6557000
91.41999816894531,92.16999816894531,90.06999969482422,92.02999877929688,3566000
91.0999984741211,92.16000366210938,90.75,91.62999725341797,2142700
91.88999938964844,92.70999908447266,91.12999725341797,91.93000030517578,2549200
89.05000305175781,90.9800033569336,88.30000305175781,89.80000305175781,4338100
82.80000305175781,84.58999633789062,78.70999908447266,82.43000030517578,11824400
78.36000061035156,83.9000015258789,77.4000015258789,79.76000213623047,13121700
81.72000122070312,81.91999816894531,75.55000305175781,76.86000061035156,8279300
75.0999984741211,81.26000213623047,74.70999908447266,80.58999633789062,11920300
82.18000030517578,82.33000183105469,77.61000061035156,78.47000122070312,6916000
79.27999877929688,83.18000030517578,79.12999725341797,82.7300033569336,7354700
84.51000213623047,86.7300033569336,84.2699966430664,85.23999786376953,4965600
84.30000305175781,85.0,83.81999969482422,84.55000305175781,2503800
82.75,83.70999908447266,81.80999755859375,82.5,2666400
84.4000015258789,84.68000030517578,82.33999633789062,82.58999633789062,2295300
82.55000305175781,83.0999984741211,82.0,82.9800033569336,2283100
83.94999694824219,86.05999755859375,83.80999755859375,85.05999755859375,2712500
87.44000244140625,89.19000244140625,87.0,87.51000213623047,2880300
87.23999786376953,90.0,87.12000274658203,89.5,2019600
90.26000213623047,91.68000030517578,89.5999984741211,90.73999786376953,2983500
89.7699966430664,90.66999816894531,89.23999786376953,90.37000274658203,1806000
89.47000122070312,89.95999908447266,89.02999877929688,89.45999908447266,1583800
88.22000122070312,88.31999969482422,86.83999633789062,87.81999969482422,2130700
88.58999633789062,88.66000366210938,87.69000244140625,87.91000366210938,983500
90.73999786376953,90.86000061035156,89.5,89.95999908447266,2233200
88.95999908447266,90.97000122070312,88.83999633789062,90.26000213623047,1483900
90.69999694824219,92.22000122070312,90.45999908447266,91.2300033569336,3045000
90.08000183105469,90.08000183105469,85.87999725341797,86.69999694824219,5226700
87.37000274658203,88.27999877929688,86.55999755859375,87.6500015258789,2589100
87.75,88.51000213623047,86.68000030517578,86.86000061035156,2056000
90.61000061035156,91.94000244140625,89.62999725341797,91.2699966430664,3933700
90.33999633789062,92.11000061035156,89.58999633789062,91.08999633789062,2336100
93.95999908447266,94.0999984741211,92.2300033569336,92.5,3807700
90.37999725341797,90.48999786376953,88.48999786376953,89.19000244140625,5154800
89.86000061035156,90.30000305175781,89.20999908447266,89.33999633789062,2278300
87.69999694824219,89.41999816894531,87.61000061035156,89.25,1773500
89.41000366210938,89.94999694824219,89.04000091552734,89.33999633789062,3034100
90.94999694824219,95.1500015258789,85.19999694824219,85.4800033569336,16750300
84.55999755859375,84.95999908447266,83.4800033569336,84.06999969482422,4442200
83.69999694824219,84.41999816894531,83.18000030517578,83.80999755859375,3260400
83.30999755859375,84.66999816894531,83.19999694824219,83.91999816894531,2993600
83.76000213623047,84.56999969482422,83.1500015258789,83.19000244140625,2928900
85.16000366210938,85.26000213623047,83.95999908447266,84.38999938964844,3234600
82.8499984741211,82.9000015258789,81.16999816894531,81.9000015258789,4356100
82.98999786376953,83.52999877929688,82.38999938964844,83.05999755859375,2940700
83.4800033569336,84.29000091552734,83.26000213623047,83.75,2387500
84.47000122070312,85.41000366210938,84.0999984741211,84.88999938964844,2176400
85.5999984741211,86.83000183105469,84.80000305175781,85.8499984741211,3271800
85.5,86.01000213623047,84.66000366210938,85.80999755859375,1730400
87.45999908447266,89.05000305175781,87.43000030517578,88.66000366210938,3400500
87.73999786376953,88.16999816894531,87.23999786376953,87.48999786376953,2427000
88.25,88.91000366210938,87.3499984741211,87.55000305175781,1899500
87.18000030517578,88.11000061035156,86.77999877929688,87.80999755859375,1765900
85.88999938964844,86.83999633789062,85.58000183105469,86.0,2414900
87.0199966430664,88.37000274658203,87.0,87.25,2212800
86.80000305175781,86.86000061035156,85.94999694824219,86.01000213623047,1564600
84.7300033569336,85.27999877929688,84.19999694824219,84.54000091552734,1674100
84.68000030517578,84.69999694824219,83.4000015258789,83.62000274658203,2223200
83.51000213623047,84.25,83.30000305175781,84.2300033569336,3251400
85.51000213623047,87.22000122070312,85.36000061035156,86.68000030517578,2539400
87.0,87.0999984741211,86.37000274658203,86.6500015258789,1426600
86.87000274658203,87.19999694824219,86.37999725341797,86.45999908447266,1754100
85.81999969482422,86.16999816894531,85.30000305175781,86.12999725341797,1544300
85.4800033569336,85.94000244140625,84.80999755859375,85.76000213623047,1843600
85.68000030517578,86.8499984741211,85.41999816894531,86.04000091552734,1631900
85.9800033569336,86.47000122070312,84.81999969482422,86.44000244140625,1699700
86.33000183105469,86.88999938964844,86.01000213623047,86.3499984741211,1167600
87.4000015258789,91.12999725341797,87.2300033569336,89.79000091552734,6788400
90.8499984741211,91.25,90.0999984741211,90.27999877929688,2058600
89.58999633789062,89.58999633789062,88.11000061035156,88.66000366210938,2310400
88.69000244140625,88.7300033569336,87.6500015258789,88.44000244140625,1722100
88.06999969482422,88.37999725341797,86.66000366210938,86.93000030517578,2451800
85.44999694824219,86.18000030517578,85.16999816894531,85.87000274658203,2491100
90.4000015258789,94.31999969482422,90.20999908447266,93.30000305175781,12043200
89.2300033569336,89.3499984741211,86.01000213623047,86.31999969482422,13675600
86.58000183105469,87.72000122070312,86.47000122070312,87.51000213623047,4353300
88.33999633789062,90.19999694824219,87.73999786376953,87.80999755859375,5779700
88.18000030517578,90.3499984741211,87.55000305175781,88.80999755859375,4199700
90.12000274658203,93.37000274658203,89.4000015258789,92.44999694824219,6912400
94.41999816894531,94.5,91.6500015258789,93.08000183105469,4818700
92.02999877929688,92.16000366210938,90.87999725341797,90.98999786376953,3929600
91.5,91.5,89.95999908447266,90.80000305175781,1726600
90.58999633789062,91.3499984741211,89.02999877929688,89.4000015258789,2877400
88.95999908447266,89.08999633789062,86.54000091552734,86.80000305175781,4450300
86.76000213623047,87.08999633789062,85.47000122070312,85.94000244140625,2543800
86.1500015258789,88.2699966430664,85.86000061035156,87.87000274658203,4064100
86.66000366210938,87.12999725341797,85.62999725341797,86.12999725341797,2619900
88.27999877929688,88.55999755859375,86.66000366210938,87.63999938964844,2782000
87.25,87.4000015258789,85.76000213623047,85.86000061035156,3224100
86.63999938964844,86.86000061035156,85.36000061035156,86.80999755859375,2926300
87.83000183105469,88.55999755859375,86.94999694824219,87.47000122070312,2608400
87.02999877929688,87.69000244140625,86.30000305175781,87.36000061035156,1985300
87.55000305175781,87.55000305175781,84.63999938964844,85.98999786376953,6991100
86.12999725341797,88.22000122070312,86.04000091552734,87.83000183105469,4410900
90.05999755859375,91.44999694824219,90.01000213623047,91.06999969482422,4910300
88.86000061035156,89.58999633789062,88.41000366210938,88.7300033569336,2621700
88.87000274658203,90.16999816894531,88.77999877929688,89.8499984741211,3846400
90.33000183105469,91.2699966430664,90.12000274658203,90.12999725341797,2773800
90.52999877929688,91.0,88.94999694824219,89.06999969482422,3615400
86.20999908447266,87.9800033569336,84.81999969482422,86.76000213623047,9324600
86.66999816894531,88.22000122070312,86.0999984741211,87.61000061035156,3533700
88.69999694824219,90.54000091552734,88.13999938964844,90.01000213623047,4256900
92.12999725341797,93.25,91.72000122070312,91.93000030517578,6426000
91.9800033569336,93.05999755859375,91.87999725341797,92.4800033569336,4429800
90.0999984741211,90.5999984741211,89.19999694824219,89.86000061035156,4298300
89.23999786376953,90.9800033569336,88.66000366210938,90.97000122070312,2642600
92.5,96.27999877929688,92.48999786376953,95.30000305175781,10905100
92.61000061035156,96.38999938964844,92.55999755859375,96.29000091552734,7145400
96.91000366210938,97.5999984741211,95.87999725341797,96.4000015258789,4299700
98.02999877929688,98.68000030517578,96.75,98.20999908447266,4236500
99.72000122070312,102.0,99.54000091552734,101.95999908447266,7276300
109.63999938964844,111.30999755859375,107.6500015258789,108.6500015258789,13860300
109.05000305175781,110.55000305175781,107.76000213623047,108.47000122070312,5395600
110.87999725341797,111.13999938964844,106.80999755859375,107.5999984741211,4711000
109.88999938964844,112.77999877929688,109.5,111.81999969482422,8221100
116.0999984741211,116.91000366210938,113.02999877929688,114.77999877929688,10560900
114.94000244140625,115.58999633789062,113.69000244140625,114.81999969482422,4278500
117.0199966430664,124.79000091552734,116.86000061035156,123.79000091552734,11801100
133.85000610351562,138.0,130.67999267578125,137.8300018310547,19360952
