GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Open,High,Low,Close,Volume
165.69979362882594,172.72687185175528,165.2612210149662,170.3645782470703,45388000
169.96588759666264,173.21528852342593,168.51062527668861,172.457763671875,30954900
169.97583927823808,174.24192964256372,169.94593798389218,171.78993225097656,28302000
170.70347150998992,174.40142226145525,169.71669832775643,173.29502868652344,27385800
167.906369246359,168.10596109578225,163.34598174937858,165.52139282226562,43604000
164.56341811184632,166.39954739419704,161.03084947828359,163.6952362060547,39587400
166.22991938080386,167.2876892617743,163.18632617734653,166.75880432128906,28372400
165.6910282026151,165.7808506225565,161.76929516473905,162.4179229736328,31756200
162.92686119092454,166.14009496437765,162.10857726863358,165.14219665527344,31995900
164.68316768669845,165.95050288703504,163.326025286982,163.94471740722656,31184300
163.336005171718,163.9048145767925,156.39064073396676,160.33233642578125,42074800
161.42003435006743,165.52139724714462,160.66163707283374,163.54556274414062,34275600
161.23044451155243,164.5434591319573,160.62172590598882,162.45785522460938,28138500
160.87119904116452,163.89482981108262,160.55186426165298,163.64535522460938,36625800
166.71888755590038,167.96626051519195,164.79293578885944,167.3275909423828,30879100
168.62487200219408,170.27141354347242,167.96627061240434,170.20155334472656,24174400
168.64482630346816,169.25354492463828,164.49356538620054,164.71310424804688,28901600
164.2840090226325,165.0723420135672,161.6595315089187,161.89903259277344,24508300
160.15270290585678,161.47990946590778,153.3071199905367,154.00564575195312,48669300
152.78821916221315,155.2131048785596,150.34337121509955,154.31500244140625,54603500
153.29715217046743,157.76774810671006,153.29715217046743,156.7399139404297,30672900
154.8239184605045,158.07707673307476,154.37486726125917,156.70994567871094,25041700
150.7924084767401,152.4588967636163,150.07392050283045,150.40322875976562,46883400
147.6989298070746,150.75251155896433,145.0744674917677,145.29400634765625,62259500
141.25252075073843,152.5287756510523,140.2346601251265,146.44158935546875,76794100
150.9021908364876,151.92005142460044,142.72940085243894,144.39588928222656,52200200
144.11648790346825,159.21469586163823,143.60756519119073,158.37646484375,70406200
156.21099272991097,157.38852063839548,149.6148843769422,152.4988250732422,48022000
152.57864388809023,157.3386230397259,152.49882542365125,156.8097381591797,33636200
159.66372535063462,161.3801116162915,157.22885110276232,158.73568725585938,30333000
158.79557178865275,159.3144679755199,154.8838120227522,155.9814910888672,27551500
152.7782543502781,155.56238424519245,151.1915842885331,153.0077667236328,28187400
153.96572710201332,154.3549068428226,148.1879024535801,150.84231567382812,33046600
148.5671133790027,148.63695834662283,145.7929571438361,147.35964965820312,26049100
148.57709265560683,151.8701604317821,148.22782212376958,151.15167236328125,26971800
155.28296188170384,157.19892487451833,153.48674181759014,155.0235137939453,31128800
155.82182468811348,159.25459752387056,155.4625806651454,158.94525146484375,45894000
164.72307793649614,165.75091195641818,160.70153382171975,161.61961364746094,56034000
162.0886126566934,162.80710064682614,158.26667558851017,160.27244567871094,29745800
159.98307743122987,160.4021929284458,157.1889588897359,159.8234100341797,26809000
157.6479788523033,158.93527626532435,155.07339925298186,158.4662628173828,34981100
160.11279406942978,161.60964165853642,158.5760372443709,160.9610137939453,30203200
163.0665800855699,164.62329914267073,161.5298080330937,163.68527221679688,25715000
162.6574198030844,165.04239608560687,162.3780095025418,163.86488342285156,21341800
161.82917778967573,164.45365539079762,160.8512416447926,162.88694763183594,21277200
163.73516530126716,164.6532299684301,147.52929039730043,151.06185913085938,127490100
154.6742375105505,155.60227562678833,152.57864497617126,153.95574951171875,57498700
153.84599954293776,154.7241550362692,151.880138412371,152.42898559570312,32435300
157.15902099799507,158.7656379952877,155.92162152792991,158.12698364257812,44138800
158.45628235850566,160.23255554287942,155.83181988552568,159.19473266601562,42382100
159.6238271640479,166.64902486582008,159.27455664998826,165.02244567871094,48755900
165.49145599350894,165.8606887311189,162.02874755770196,163.61541748046875,33146700
167.3774855147182,168.99409119137468,165.27191939302787,165.84072875976562,42846900
164.16425471766837,166.2897831099107,163.87487089127026,166.1899871826172,30426100
166.08020853353494,168.1458653454169,162.55762871505934,163.63536071777344,46607700
163.34598924433868,172.77612594690945,163.21625758160502,168.20574951171875,73416000
171.48883082455436,176.3984886871392,170.3512273591593,170.51087951660156,74864400
168.70469265151235,169.60281030274047,167.5371534089642,168.11593627929688,35211400
169.80238932071725,172.80605791558804,169.6427219280191,172.53662109375,37995700
172.79607866823434,174.90164475593082,171.5487057543554,171.9977569580078,34784000
173.63431165912297,174.0534271359213,170.27139911620654,171.49880981445312,29317300
170.98987911151661,171.84807225515158,167.08809311971586,171.37905883789062,52639900
167.4872574240746,169.5129898808019,167.03820620651766,168.6747589111328,38612300
167.1379938326745,168.12590341689224,164.93263186241904,165.8307342529297,45084900
166.38957869951685,167.86646401479533,166.01037244863588,167.6968231201172,26900800
169.98200425737,170.57076063975376,167.23778374687686,167.8564910888672,36379100
170.47098587242346,174.13327118123485,170.47098587242346,173.3149871826172,35731800
174.38402968862113,176.31231302715454,174.21418342483807,175.93264770507812,28935900
176.04254985052344,180.94816607880887,174.7537092641778,178.44041442871094,61766100
179.60936400867158,180.20881870896204,176.59205837486806,177.1915283203125,31646800
176.02256609234394,176.56209210971562,174.59385119423692,175.54299926757812,20941900
172.28591297451578,176.9717245091389,172.2359546046385,174.513916015625,27663100
174.57385966373928,176.78189154925582,174.49392932110277,176.61204528808594,27389200
175.5429937823964,177.20151408744945,174.4239994778565,175.7927703857422,24973000
175.85271405711507,176.4022256326498,173.04522747911062,173.16513061523438,28707500
173.79455416726213,174.18420505107113,165.312150640077,166.4910888671875,75659900
166.1214256591391,167.19046158134836,161.85523705575486,165.04238891601562,57671000
166.77084680791774,168.06968824197463,165.98155942026995,166.62098693847656,40524300
167.48021861146748,172.2059878377665,167.40028826627824,170.52748107910156,35479000
172.275909497391,173.53479332021178,169.78814431449064,173.38491821289062,31796700
173.3849216100962,178.52032800475203,171.57654142712704,178.37046813964844,108140200
180.6184624108643,181.0680572633364,174.4240054836315,176.07252502441406,63378900
175.5829598377131,175.9326379218849,173.37492804100808,175.682861328125,35904500
175.38312608280393,178.70016656024188,174.91356011283625,178.48036193847656,29128900
178.34048951535135,179.50944215502514,176.89178830781478,179.36956787109375,21689700
178.89999490759814,179.13978593904164,175.52301029591823,176.63201904296875,34175600
177.691079951528,177.7909814447806,172.6555751408571,174.20419311523438,40442500
175.09340252603724,179.27966092294577,172.61562283881983,176.46217346191406,43025600
175.47306122205768,178.27054693495992,174.22417822695712,177.46127319335938,29252400
176.6320206592132,181.26787392679407,176.32230010231936,180.02899169921875,34282900
180.84823929966979,183.5058659137902,179.5194259926096,181.3977508544922,32536600
182.6466456022175,184.05538933948807,181.4377353487915,181.83737182617188,33448300
183.07626629854497,184.1652886399438,181.86734081977315,182.80650329589844,33104200
181.9772389358081,183.89552139280437,180.31871865434178,183.41595458984375,31992600
185.2343153104504,186.25340807875182,183.54583834733725,184.89462280273438,34014500
186.08356432217508,190.11994741222205,185.98364758555138,189.9301300048828,45803100
191.328882294876,191.47874216205827,187.29249900550474,191.1690216064453,44660200
191.32888225818212,192.35796066638142,189.01094801184496,190.0600128173828,58681900
196.85393348830104,197.7731095502254,190.8293230940032,191.99827575683594,74881700
191.80844534575607,194.1563515198352,191.08908750710862,193.0073699951172,39785900
193.47694913334269,193.87660084223495,190.6694625759226,192.4079132080078,38139500
192.2580327538162,195.7449194968108,191.90835466905762,195.5750732421875,41389200
195.42522371418744,197.42343657324804,194.51603320447785,196.35438537597656,32445400
195.53512388567077,195.8148724632573,190.91924186518514,191.728515625,51329200
188.86108179697592,190.65947636814528,187.65217158882444,188.96099853515625,34832200
190.11995195242244,195.0955128481526,189.95010569222902,194.86570739746094,31547400
194.5360207683401,197.68319994217242,193.71674617353807,194.4960479736328,31602300
194.32618893507828,196.45429038129967,193.49692881868756,195.91476440429688,21562900
196.88390160867925,197.36346840439734,194.15634544876863,196.34439086914062,26321800
197.04376174071106,202.42894452614235,196.99380337261508,201.24000549316406,39161800
200.76044484845534,201.29995560301907,198.8921207366326,200.8203887939453,25832400
201.19005382143942,204.31726177746063,200.41075203769518,203.15829467773438,30397900
203.94760013613634,204.3472366094903,197.33350521250262,201.779541015625,28342900
201.31993610316366,204.2573113073674,201.05017311120625,202.75865173339844,25230400
203.66784557245273,206.25552748751167,201.10013480886678,203.71778869628906,34931400
204.01753247133055,205.08658368227987,202.30906899226142,203.3181610107422,18526600
202.84857944432244,203.2582167438639,199.7813305987235,201.389892578125,24240200
200.55061989251405,201.10013145192505,196.4243208994537,199.1418914794922,28955500
199.57150268554688,202.29905887913935,199.25178132101763,199.57150268554688,19774600
202.54883983863883,208.353645687597,201.12012497867053,205.9058380126953,42827000
206.2455237198617,210.3318804204715,205.0965574752735,208.30369567871094,29928900
207.32455950181813,207.66426725745978,205.5161793925774,206.95489501953125,28464100
205.51617805576655,208.72331622375268,205.46621968804243,207.29458618164062,23022900
207.0648053873533,212.0303655105851,206.71511204255788,211.4508819580078,32339300
210.3218773757616,214.45817715575657,210.01215683893824,212.71974182128906,39728400
208.25374472878948,211.4908397743193,206.01574085860813,211.16114807128906,47523000
226.00786746880672,231.1033010071871,224.5891229524102,230.45388793945312,103336100
229.4447813472723,232.16235200669,225.90795135774627,232.09242248535156,51684200
231.9925075217388,235.54932393536487,231.69277254690593,234.79000854492188,46588900
235.47000122070312,238.1300048828125,233.6699981689453,234.0399932861328,32474700
234.1699981689453,240.47000122070312,233.22999572753906,239.6300048828125,38061000
238.89999389648438,241.66000366210938,237.85000610351562,239.1699981689453,35141100
239.8800048828125,242.25,236.25,240.3699951171875,30599300
240.3699951171875,242.0800018310547,238.0,240.8000030517578,26761900
244.66000366210938,252.41000366210938,244.66000366210938,251.61000061035156,58383800
252.0800018310547,253.0399932861328,249.47000122070312,251.16000366210938,34109700
251.22000122070312,251.59750366210938,246.27999877929688,249.52999877929688,33848377
