COIN,COIN,COIN,COIN,COIN
Open,High,Low,Close,Volume
283.0,289.3900146484375,278.6300048828125,280.3900146484375,6013500
283.6099853515625,285.760009765625,274.55999755859375,275.1400146484375,5344600
279.5199890136719,284.6000061035156,269.0,270.3699951171875,6717700
274.04998779296875,282.57000732421875,271.75,274.489990234375,7885600
280.3999938964844,285.55999755859375,274.6000061035156,280.2200012207031,5521800
277.54998779296875,279.0,265.8299865722656,266.8999938964844,6915000
264.3900146484375,277.79998779296875,263.4800109863281,274.8999938964844,6362800
284.0,302.3999938964844,282.5,298.1099853515625,18900200
288.0199890136719,291.54998779296875,274.0,274.30999755859375,19269700
278.79998779296875,279.17999267578125,260.5,264.6300048828125,11564800
265.760009765625,267.0,257.67999267578125,258.6700134277344,6813800
260.6600036621094,262.25,250.3699951171875,256.5899963378906,6400700
266.989990234375,267.79998779296875,234.75999450683594,235.3800048828125,17195500
239.13999938964844,240.24000549316406,223.60000610351562,227.07000732421875,12125000
219.97000122070312,222.85000610351562,205.1199951171875,212.49000549316406,15192600
212.6300048828125,218.57000732421875,207.99000549316406,212.9600067138672,7871600
218.1300048828125,221.5800018310547,207.7899932861328,208.3699951171875,8082400
205.27000427246094,216.44000244140625,201.10000610351562,215.6199951171875,9031200
232.22999572753906,233.39999389648438,203.44000244140625,205.75,15997800
200.52000427246094,218.94000244140625,193.08999633789062,212.5500030517578,13060900
214.88999938964844,223.14999389648438,208.0,222.4499969482422,9581600
214.50999450683594,226.60000610351562,213.0,214.1699981689453,8405400
214.88999938964844,222.0500030517578,206.77000427246094,217.4499969482422,8615100
205.0800018310547,206.83999633789062,176.85000610351562,179.22999572753906,18664100
186.0,195.69000244140625,183.3000030517578,191.69000244140625,11382200
195.39999389648438,199.1999969482422,183.75,191.72999572753906,9616800
188.6199951171875,188.85000610351562,177.11000061035156,177.49000549316406,9559400
183.80999755859375,186.74000549316406,179.16000366210938,183.1199951171875,9454400
182.0,193.24000549316406,180.77000427246094,188.9600067138672,7216500
185.0,186.49000549316406,178.77999877929688,181.13999938964844,7408200
184.8300018310547,193.77999877929688,182.8000030517578,189.75,8194200
185.88999938964844,193.92999267578125,185.8800048828125,190.3800048828125,6718000
185.57000732421875,190.72000122070312,183.75,189.86000061035156,7344800
197.5,203.25,194.4199981689453,203.0399932861328,9489500
202.1300048828125,206.92999267578125,198.33999633789062,204.22999572753906,7877700
203.0,206.0,192.2899932861328,193.9499969482422,7113400
192.97000122070312,195.3300018310547,187.8000030517578,188.5800018310547,5426300
185.72000122070312,186.7899932861328,172.99000549316406,173.92999267578125,10040200
169.3800048828125,173.5800018310547,163.52000427246094,172.22999572753906,7781300
172.82000732421875,176.0500030517578,168.5500030517578,174.52000427246094,5489700
170.57000732421875,184.11000061035156,170.35000610351562,182.9499969482422,8208600
168.5800018310547,172.02999877929688,164.64999389648438,170.75999450683594,9556200
166.02000427246094,167.5,147.1699981689453,160.5500030517578,14570800
146.0399932861328,167.39999389648438,142.5800018310547,157.27999877929688,13251700
165.1999969482422,167.8000030517578,147.35000610351562,151.47000122070312,11117400
150.0800018310547,183.89999389648438,150.0800018310547,177.08999633789062,15258000
168.5,173.82000732421875,159.11000061035156,169.6199951171875,11196300
171.3000030517578,178.0,167.0,175.5,7769300
180.5,182.38999938964844,172.00999450683594,176.5800018310547,6427100
177.74000549316406,179.77000427246094,172.3000030517578,175.57000732421875,5369500
170.5,174.8000030517578,168.5,172.2100067138672,5226700
172.60000610351562,177.5,171.3000030517578,175.02999877929688,5125300
175.10000610351562,177.97999572753906,171.41000366210938,175.0,5054700
178.7899932861328,193.49000549316406,178.39999389648438,190.0,12807000
197.75,200.8000030517578,191.52000427246094,194.8000030517578,9870200
193.4199981689453,204.2100067138672,193.10000610351562,203.8699951171875,6840600
205.57000732421875,211.6199951171875,203.74000549316406,209.63999938964844,8060900
208.1999969482422,208.77999877929688,197.4199981689453,205.27000427246094,7624200
205.3000030517578,207.39999389648438,203.13999938964844,206.1300048828125,4254900
199.6699981689453,203.0399932861328,195.5500030517578,202.88999938964844,4769400
208.4600067138672,208.75,201.16000366210938,201.3000030517578,6243200
204.6999969482422,209.0,202.36000061035156,204.92999267578125,6133300
201.72999572753906,204.11000061035156,198.64999389648438,199.39999389648438,5108700
195.3800048828125,198.75999450683594,193.33999633789062,196.88999938964844,4672600
199.8300018310547,200.47999572753906,193.80999755859375,196.55999755859375,4825700
205.30999755859375,210.47000122070312,202.80999755859375,206.5,14390000
204.52000427246094,214.1300048828125,198.77000427246094,199.32000732421875,16384200
208.94000244140625,213.60000610351562,205.61000061035156,207.22000122070312,14944200
231.7100067138672,260.4200134277344,231.49000549316406,256.8999938964844,39119000
256.8599853515625,264.489990234375,253.5500030517578,263.4100036621094,18344700
256.5,257.8500061035156,240.0,244.44000244140625,25917200
249.75999450683594,270.45001220703125,248.8300018310547,266.4599914550781,72627500
259.7799987792969,267.6000061035156,259.70001220703125,263.989990234375,12437600
265.1199951171875,265.3599853515625,257.25,261.3800048828125,8624600
260.20001220703125,270.3800048828125,257.75,258.989990234375,11748000
265.1300048828125,277.010009765625,263.510009765625,271.95001220703125,15613700
263.0,268.0400085449219,260.3399963378906,263.1600036621094,9290300
269.0199890136719,270.1000061035156,264.6700134277344,266.3999938964844,7884500
265.70001220703125,265.70001220703125,253.8000030517578,254.2899932861328,8305300
258.7200012207031,258.94000244140625,246.75999450683594,248.83999633789062,7673400
246.8699951171875,249.9600067138672,244.1300048828125,246.6199951171875,6070900
247.4600067138672,249.86000061035156,240.91000366210938,246.72000122070312,6188000
248.38999938964844,260.6000061035156,246.22000122070312,258.9100036621094,9946400
257.5199890136719,261.57000732421875,254.33999633789062,256.0,6026800
261.04998779296875,265.6499938964844,240.0800018310547,244.1999969482422,11971900
250.52999877929688,256.1700134277344,249.77999877929688,251.27000427246094,7360200
255.66000366210938,258.25,252.39999389648438,256.6300048828125,6064800
258.8800048828125,262.3999938964844,251.6300048828125,254.94000244140625,5858000
257.2099914550781,259.8999938964844,249.05999755859375,250.67999267578125,5986100
246.52000427246094,247.75,239.35000610351562,241.0500030517578,7725300
237.4499969482422,243.1999969482422,235.2899932861328,242.7100067138672,7062700
247.77000427246094,263.29998779296875,245.32000732421875,261.57000732421875,12034700
256.6300048828125,259.6300048828125,248.67999267578125,253.85000610351562,9050800
254.0,299.32000732421875,251.8800048828125,295.2900085449219,37434300
303.5799865722656,310.75,298.1000061035156,308.3800048828125,31468800
302.0799865722656,314.25,294.55999755859375,307.5899963378906,17553700
314.3900146484375,348.9700012207031,311.8999938964844,344.82000732421875,29670900
360.6000061035156,369.2799987792969,343.6199951171875,355.3699951171875,30154300
354.5299987792969,382.0,354.5299987792969,375.07000732421875,27371400
369.5400085449219,372.5,346.6600036621094,353.42999267578125,29000400
359.2300109863281,360.45001220703125,347.8999938964844,350.489990234375,11227600
339.9800109863281,353.3999938964844,334.0,335.3299865722656,13132100
340.5799865722656,357.1600036621094,338.67999267578125,354.45001220703125,12493100
350.3500061035156,357.8699951171875,348.5,355.79998779296875,6704300
354.20001220703125,364.0,351.0,357.1000061035156,7885300
362.75,368.7900085449219,348.0,354.82000732421875,9735000
358.6300048828125,374.0,353.2900085449219,373.8500061035156,13238400
372.4100036621094,389.1600036621094,369.0,388.9599914550781,17241600
390.19000244140625,395.5,378.3699951171875,387.05999755859375,16694600
392.5,398.5,388.5799865722656,394.010009765625,12473500
391.5299987792969,400.8800048828125,373.0199890136719,388.0199890136719,16889300
392.79998779296875,405.8800048828125,391.4599914550781,398.20001220703125,14355800
399.70001220703125,415.9599914550781,394.2799987792969,410.75,16840500
419.82000732421875,444.6499938964844,406.5,419.7799987792969,28063200
425.54998779296875,436.3800048828125,413.44000244140625,413.6300048828125,17018100
419.1000061035156,420.9800109863281,394.3699951171875,404.44000244140625,14554900
399.989990234375,400.7200012207031,387.1199951171875,397.80999755859375,12433200
404.25,405.30999755859375,392.0,396.70001220703125,7904600
391.8999938964844,397.4800109863281,386.3900146484375,391.6600036621094,8643300
394.6199951171875,395.3900146484375,375.260009765625,379.489990234375,11270400
383.5899963378906,384.7799987792969,365.739990234375,371.44000244140625,9334700
382.95001220703125,386.5799865722656,372.7099914550781,377.4800109863281,11100000
382.8900146484375,387.1400146484375,376.8299865722656,377.760009765625,12371200
335.1400146484375,337.5799865722656,310.54998779296875,314.69000244140625,31342200
319.5400085449219,324.0,311.0,318.1700134277344,12106400
307.1099853515625,312.8500061035156,297.20001220703125,297.989990234375,16863900
297.54998779296875,304.7699890136719,293.30999755859375,303.5799865722656,15982700
311.2300109863281,317.94000244140625,306.9800109863281,310.7900085449219,13857200
311.44000244140625,313.70001220703125,301.2300109863281,310.5400085449219,9253800
322.1000061035156,333.6600036621094,318.79998779296875,319.6199951171875,14664400
329.3500061035156,329.8599853515625,314.1600036621094,322.6199951171875,9947800
328.2099914550781,345.3900146484375,321.5299987792969,327.010009765625,15399800
320.489990234375,327.45001220703125,316.79998779296875,324.8900146484375,9403600
322.8500061035156,323.3999938964844,314.55999755859375,317.54998779296875,7881200
311.4800109863281,324.2900085449219,307.1099853515625,320.7300109863281,8798800
320.69000244140625,322.5899963378906,301.45001220703125,302.07000732421875,10327700
304.2699890136719,306.45001220703125,291.4599914550781,304.3900146484375,8570300
301.4200134277344,305.0,297.79998779296875,300.2799987792969,5743400
300.5899963378906,322.260009765625,297.19000244140625,319.8500061035156,13029200
312.17999267578125,315.5899963378906,305.1000061035156,306.0,8473900
304.0,309.20001220703125,300.3699951171875,308.4800109863281,7745400
307.2099914550781,312.4100036621094,306.69000244140625,308.9700012207031,5746300
312.55999755859375,315.95001220703125,306.0,308.4700012207031,6292500
306.19000244140625,308.2200012207031,301.5,304.5400085449219,6611400
299.9700012207031,310.4100036621094,295.3999938964844,303.55999755859375,6814900
305.010009765625,308.3699951171875,301.1499938964844,302.30999755859375,5220800
301.9599914550781,307.7699890136719,300.010009765625,306.79998779296875,6211800
313.8500061035156,315.739990234375,292.55999755859375,299.07000732421875,11367000
301.8800048828125,306.6000061035156,297.1499938964844,302.20001220703125,8824100
303.7699890136719,319.3900146484375,303.6000061035156,318.7799987792969,10361300
321.3999938964844,328.6700134277344,312.5299987792969,315.3399963378906,8664800
319.0,326.0,315.5299987792969,323.95001220703125,7702700
328.0299987792969,329.489990234375,319.79998779296875,323.0400085449219,6911600
322.8699951171875,328.44000244140625,320.9599914550781,327.0199890136719,6896900
332.25,333.6000061035156,321.29998779296875,327.9100036621094,7434900
325.9599914550781,328.489990234375,311.29998779296875,320.55999755859375,8505726
