AMZN,AMZN,AMZN,AMZN,AMZN
Open,High,Low,Close,Volume
239.02000427246094,240.38999938964844,236.14999389648438,237.07000732421875,26091700
237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700
236.5,240.2899932861328,236.41000366210938,237.67999267578125,36110200
234.05999755859375,239.25,232.89999389648438,237.4199981689453,37285900
239.00999450683594,242.52000427246094,238.02999877929688,242.05999755859375,29713800
237.02000427246094,238.32000732421875,235.1999969482422,236.1699981689453,38727300
238.00999450683594,239.66000366210938,236.00999450683594,238.8300018310547,60897100
232.5,234.80999755859375,228.05999755859375,229.14999389648438,77539300
230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900
231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683594,23713700
230.4600067138672,231.17999267578125,228.16000366210938,228.92999267578125,32285200
228.85000610351562,230.4199981689453,227.52000427246094,230.3699951171875,31346500
229.1999969482422,229.88999938964844,227.22999572753906,228.67999267578125,27031100
228.82000732421875,229.3000030517578,223.72000122070312,226.64999389648438,42975100
225.52000427246094,226.8300018310547,223.7100067138672,226.6300048828125,28566700
224.77999877929688,225.1300048828125,221.80999755859375,222.8800048828125,30001700
223.27999877929688,223.30999755859375,214.74000549316406,216.5800018310547,55323900
217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,42387600
211.6300048828125,213.33999633789062,204.16000366210938,212.8000030517578,58958000
214.94000244140625,218.16000366210938,213.08999633789062,214.35000610351562,39120600
218.35000610351562,219.97000122070312,208.3699951171875,208.74000549316406,40548600
208.64999389648438,212.6199951171875,206.99000549316406,212.27999877929688,51771700
213.35000610351562,214.00999450683594,202.5500030517578,205.02000427246094,42948400
200.11000061035156,206.8000030517578,197.42999267578125,203.8000030517578,60853100
204.8000030517578,209.97999572753906,203.25999450683594,208.36000061035156,38610100
204.39999389648438,205.77000427246094,198.3000030517578,200.6999969482422,49863800
199.49000549316406,202.27000427246094,192.52999877929688,199.25,59802800
195.60000610351562,196.72999572753906,190.85000610351562,194.5399932861328,62350900
193.89999389648438,200.17999267578125,193.39999389648438,196.58999633789062,54002900
200.72000122070312,201.52000427246094,195.2899932861328,198.88999938964844,43679300
198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800
197.41000366210938,198.64999389648438,195.32000732421875,197.9499969482422,38096700
198.77000427246094,199.0,194.32000732421875,195.74000549316406,47341800
192.52000427246094,194.0,189.3800048828125,192.82000732421875,40414900
193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,39442900
193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100
192.89999389648438,196.99000549316406,192.52000427246094,196.2100067138672,60056900
200.0,203.63999938964844,199.9499969482422,203.25999450683594,41625400
203.60000610351562,206.2100067138672,203.22000122070312,205.7100067138672,31171200
205.83999633789062,206.00999450683594,199.92999267578125,201.1300048828125,32855300
200.88999938964844,203.7899932861328,199.27999877929688,201.36000061035156,27317700
198.4199981689453,199.25999450683594,191.8800048828125,192.72000122070312,52548200
188.19000244140625,191.3300018310547,184.39999389648438,190.25999450683594,63547600
187.86000061035156,193.92999267578125,187.1999969482422,192.1699981689453,41267300
187.66000366210938,198.33999633789062,187.66000366210938,196.00999450683594,53679200
183.0,184.1300048828125,176.9199981689453,178.41000366210938,95553600
167.14999389648438,178.13999938964844,166.0,171.0,123159400
162.0,183.41000366210938,161.3800048828125,175.25999450683594,109327100
185.22999572753906,185.89999389648438,168.57000732421875,170.66000366210938,87710400
172.1199951171875,192.64999389648438,169.92999267578125,191.10000610351562,116804300
185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,68302000
179.92999267578125,185.86000061035156,178.0,184.8699951171875,50594300
186.83999633789062,187.44000244140625,179.22999572753906,182.1199951171875,48002500
181.41000366210938,182.35000610351562,177.92999267578125,179.58999633789062,43642000
176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,51875300
176.0,176.2100067138672,172.0,172.61000061035156,44726500
169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,48126100
169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,56607200
183.4499969482422,187.3800048828125,180.19000244140625,180.60000610351562,63470100
180.9199981689453,186.74000549316406,180.17999267578125,186.5399932861328,43763200
187.6199951171875,189.94000244140625,185.49000549316406,188.99000549316406,36414300
190.11000061035156,190.22000122070312,184.88999938964844,187.6999969482422,33224700
183.99000549316406,188.02000427246094,183.67999267578125,187.38999938964844,41667300
182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,55176500
190.6300048828125,191.80999755859375,187.5,190.1999969482422,74266000
191.44000244140625,192.8800048828125,186.39999389648438,189.97999572753906,77903500
186.50999450683594,188.17999267578125,185.52999877929688,186.35000610351562,35217500
184.57000732421875,187.92999267578125,183.85000610351562,185.00999450683594,29314100
185.55999755859375,190.99000549316406,185.00999450683594,188.7100067138672,43948600
191.42999267578125,194.3300018310547,188.82000732421875,192.0800018310547,41043600
193.3800048828125,194.69000244140625,191.16000366210938,193.05999755859375,29663100
210.7100067138672,211.66000366210938,205.75,208.63999938964844,75205000
211.0800018310547,214.83999633789062,210.10000610351562,211.3699951171875,56193700
211.4499969482422,211.92999267578125,208.85000610351562,210.25,38492100
206.4499969482422,206.8800048828125,202.6699981689453,205.1699981689453,64347300
206.85000610351562,206.85000610351562,204.3699951171875,205.58999633789062,43318500
201.64999389648438,206.6199951171875,201.25999450683594,206.16000366210938,34314800
204.6300048828125,205.58999633789062,202.64999389648438,204.07000732421875,29470400
201.61000061035156,203.4600067138672,200.05999755859375,201.1199951171875,42460900
201.3800048828125,205.75999450683594,200.16000366210938,203.10000610351562,38938900
198.89999389648438,202.3699951171875,197.85000610351562,200.99000549316406,33393500
203.08999633789062,206.69000244140625,202.19000244140625,206.02000427246094,34892000
205.9199981689453,207.66000366210938,204.41000366210938,204.72000122070312,28549800
208.02999877929688,208.80999755859375,204.22999572753906,205.6999969482422,34650000
204.83999633789062,205.99000549316406,201.6999969482422,205.00999450683594,51679400
204.97999572753906,207.0,202.67999267578125,206.64999389648438,29113300
207.11000061035156,208.9499969482422,205.02999877929688,205.7100067138672,33139100
206.5500030517578,208.17999267578125,205.17999267578125,207.22999572753906,29915600
209.5500030517578,212.80999755859375,207.55999755859375,207.91000366210938,51864200
212.39999389648438,213.8699951171875,210.5,213.57000732421875,39832500
214.75,217.85000610351562,212.8800048828125,216.97999572753906,38102500
216.77999877929688,217.69000244140625,214.14999389648438,217.61000061035156,31303300
217.41000366210938,218.39999389648438,212.88999938964844,213.1999969482422,39326000
211.77999877929688,213.5800018310547,211.3300018310547,213.24000549316406,27640000
209.9600067138672,214.0500030517578,209.6199951171875,212.10000610351562,29337800
212.30999755859375,217.05999755859375,211.60000610351562,216.10000610351562,33284200
215.1999969482422,217.41000366210938,214.55999755859375,214.82000732421875,32086300
215.08999633789062,217.9600067138672,212.33999633789062,212.52000427246094,44360500
214.67999267578125,214.88999938964844,208.27000427246094,209.69000244140625,75350700
209.7899932861328,210.38999938964844,207.30999755859375,208.47000122070312,37311700
212.13999938964844,214.33999633789062,211.0500030517578,212.77000427246094,38378800
214.6199951171875,216.02999877929688,211.11000061035156,211.99000549316406,31755700
213.1199951171875,218.0399932861328,212.00999450683594,217.1199951171875,50480800
219.9199981689453,223.3000030517578,216.74000549316406,223.3000030517578,119217100
223.52000427246094,223.82000732421875,219.1199951171875,219.38999938964844,58887800
219.5,221.8800048828125,217.92999267578125,220.4600067138672,39256800
219.72999572753906,221.60000610351562,219.05999755859375,219.9199981689453,30894200
221.82000732421875,224.00999450683594,221.36000061035156,223.41000366210938,29632400
223.0,224.2899932861328,222.3699951171875,223.47000122070312,36604100
223.9199981689453,224.0,218.42999267578125,219.36000061035156,45692000
221.07000732421875,224.2899932861328,220.47000122070312,222.5399932861328,38155100
221.5500030517578,222.7899932861328,219.6999969482422,222.25999450683594,30370600
223.5800018310547,226.67999267578125,222.3699951171875,225.02000427246094,50518300
225.07000732421875,226.66000366210938,224.24000549316406,225.69000244140625,35702600
226.1999969482422,227.27000427246094,225.4600067138672,226.35000610351562,34907300
225.8800048828125,226.10000610351562,222.17999267578125,223.19000244140625,39535900
223.32000732421875,224.5,222.50999450683594,223.8800048828125,31855800
225.13999938964844,226.39999389648438,222.97999572753906,226.1300048828125,37833800
225.83999633789062,229.69000244140625,225.64999389648438,229.3000030517578,40297600
229.67999267578125,230.0,226.35000610351562,227.47000122070312,37483700
228.47000122070312,228.7899932861328,227.08999633789062,228.2899932861328,28294900
229.1699981689453,236.0,228.63999938964844,232.22999572753906,42902300
232.22000122070312,232.47999572753906,231.17999267578125,231.44000244140625,28712100
233.35000610351562,234.2899932861328,232.25,232.7899932861328,26300100
234.14999389648438,234.72000122070312,230.30999755859375,231.00999450683594,33716200
231.63999938964844,231.8000030517578,229.2899932861328,230.19000244140625,32993300
235.77000427246094,236.52999877929688,231.39999389648438,234.11000061035156,104357300
217.2100067138672,220.44000244140625,212.8000030517578,214.75,122258800
217.39999389648438,217.44000244140625,211.4199981689453,211.64999389648438,77890100
213.0500030517578,216.3000030517578,212.8699951171875,213.75,51505100
214.6999969482422,222.64999389648438,213.74000549316406,222.30999755859375,54823000
221.0,226.22000122070312,220.82000732421875,223.1300048828125,40603500
223.13999938964844,223.8000030517578,221.8800048828125,222.69000244140625,32970500
221.77999877929688,223.0500030517578,220.39999389648438,221.3000030517578,31646200
222.22999572753906,223.5,219.0500030517578,221.47000122070312,37185800
222.0,224.9199981689453,222.0,224.55999755859375,36508300
227.39999389648438,233.11000061035156,227.02000427246094,230.97999572753906,61545800
232.5800018310547,234.0800018310547,229.80999755859375,231.02999877929688,39649200
230.22999572753906,231.91000366210938,228.3300018310547,231.49000549316406,25248900
230.08999633789062,230.52999877929688,227.1199951171875,228.00999450683594,29891000
227.1199951171875,227.27000427246094,220.9199981689453,223.80999755859375,36604300
222.64999389648438,222.77999877929688,220.5,221.9499969482422,32140500
222.7899932861328,229.13999938964844,220.82000732421875,228.83999633789062,37315300
227.35000610351562,229.60000610351562,227.30999755859375,227.94000244140625,22633700
227.11000061035156,229.0,226.02000427246094,228.7100067138672,26105400
228.57000732421875,229.8699951171875,227.80999755859375,229.1199951171875,21254500
229.00999450683594,232.7100067138672,228.02000427246094,231.60000610351562,33679600
231.32000732421875,231.80999755859375,228.16000366210938,229.0,26199200
223.52000427246094,226.1699981689453,221.8300018310547,225.33999633789062,38843900
225.2100067138672,227.1699981689453,224.36000061035156,225.99000549316406,29223100
231.19000244140625,235.77000427246094,230.77999877929688,235.67999267578125,59391800
235.19000244140625,236.0,231.92999267578125,232.3300018310547,36721800
234.94000244140625,237.60000610351562,233.75,235.83999633789062,33947100
236.36000061035156,238.85000610351562,235.0800018310547,238.24000549316406,27033800
237.52000427246094,237.67999267578125,229.10000610351562,230.3300018310547,60907700
231.49000549316406,231.52999877929688,229.33999633789062,229.9499969482422,37485600
230.35000610351562,230.7899932861328,226.2899932861328,228.14999389648438,38447500
230.6300048828125,233.72999572753906,230.32000732421875,231.42999267578125,33243300
232.94000244140625,235.89999389648438,232.22999572753906,234.0500030517578,38203900
233.77000427246094,234.3000030517578,228.7100067138672,231.6199951171875,39408390
