JMIA,JMIA,JMIA,JMIA,JMIA
Open,High,Low,Close,Volume
3.930000066757202,4.130000114440918,3.890000104904175,3.9800000190734863,2139800
3.8499999046325684,3.9100000858306885,3.765000104904175,3.859999895095825,3836600
3.8499999046325684,4.070000171661377,3.7899999618530273,4.050000190734863,2089300
4.03000020980835,4.050000190734863,3.9100000858306885,3.950000047683716,2486300
3.990000009536743,4.269999980926514,3.990000009536743,4.210000038146973,4221900
4.239999771118164,4.329999923706055,3.950000047683716,3.990000009536743,3740900
3.8399999141693115,3.9749999046325684,3.7699999809265137,3.890000104904175,3240000
3.880000114440918,4.090000152587891,3.869999885559082,4.079999923706055,2651100
4.050000190734863,4.090000152587891,3.9800000190734863,4.010000228881836,2043600
4.019999980926514,4.109000205993652,3.9800000190734863,4.03000020980835,1365700
4.019999980926514,4.179999828338623,3.9800000190734863,3.990000009536743,3763800
4.079999923706055,4.150000095367432,4.0,4.150000095367432,2225100
4.099999904632568,4.110000133514404,3.8399999141693115,3.859999895095825,3095200
3.884999990463257,4.010000228881836,3.871000051498413,4.010000228881836,2085200
4.019999980926514,4.159999847412109,3.950000047683716,4.159999847412109,1811200
4.190000057220459,4.284999847412109,4.070000171661377,4.150000095367432,2609600
4.130000114440918,4.300000190734863,4.005000114440918,4.039999961853027,2949100
4.050000190734863,4.159999847412109,3.859999895095825,3.880000114440918,5142200
3.130000114440918,3.140000104904175,2.690000057220459,2.819999933242798,27587600
2.8399999141693115,2.930000066757202,2.7200000286102295,2.759999990463257,8357200
2.7699999809265137,2.8550000190734863,2.6600000858306885,2.7100000381469727,5377700
2.7300000190734863,2.740000009536743,2.5399999618530273,2.5799999237060547,4840700
2.619999885559082,2.630000114440918,2.5299999713897705,2.5299999713897705,3215600
2.5399999618530273,2.559999942779541,2.4149999618530273,2.430000066757202,4332000
2.390000104904175,2.4800000190734863,2.319999933242798,2.450000047683716,3700300
2.490000009536743,2.5299999713897705,2.2799999713897705,2.309999942779541,2926800
2.259999990463257,2.4600000381469727,2.2100000381469727,2.4100000858306885,2612300
2.4700000286102295,2.559999942779541,2.4100000858306885,2.549999952316284,2224500
2.4800000190734863,2.490000009536743,2.3499999046325684,2.380000114440918,1807200
2.4000000953674316,2.4200000762939453,2.309999942779541,2.4200000762939453,1705500
2.319999933242798,2.3550000190734863,2.25,2.2699999809265137,2877100
2.2799999713897705,2.4100000858306885,2.2799999713897705,2.2899999618530273,2265500
2.369999885559082,2.4089999198913574,2.319999933242798,2.359999895095825,1430000
2.359999895095825,2.369999885559082,2.259999990463257,2.2899999618530273,1167700
2.359999895095825,2.380000114440918,2.299999952316284,2.3399999141693115,1870000
2.3499999046325684,2.484999895095825,2.3399999141693115,2.4600000381469727,1662500
2.450000047683716,2.450000047683716,2.359999895095825,2.380000114440918,1326600
2.4000000953674316,2.5199999809265137,2.4000000953674316,2.490000009536743,1545900
2.4600000381469727,2.509999990463257,2.4000000953674316,2.430000066757202,1352100
2.4200000762939453,2.4700000286102295,2.375,2.4700000286102295,1266100
2.5199999809265137,2.549999952316284,2.5,2.549999952316284,1217100
2.559999942779541,2.5799999237060547,2.4800000190734863,2.5199999809265137,1118900
2.5199999809265137,2.5399999618530273,2.3350000381469727,2.359999895095825,1735200
2.369999885559082,2.4100000858306885,2.309999942779541,2.3399999141693115,1362300
2.3299999237060547,2.3299999237060547,2.2300000190734863,2.240000009536743,1680500
2.1500000953674316,2.174999952316284,2.069999933242798,2.1500000953674316,2849100
2.1500000953674316,2.240000009536743,2.109999895095825,2.180000066757202,1617600
2.1600000858306885,2.25,2.130000114440918,2.200000047683716,1372800
2.0899999141693115,2.119999885559082,1.9299999475479126,1.9800000190734863,9213700
1.9299999475479126,1.9490000009536743,1.7400000095367432,1.7799999713897705,17438200
1.690000057220459,1.8899999856948853,1.600000023841858,1.7599999904632568,7276100
1.909999966621399,1.940000057220459,1.7000000476837158,1.7300000190734863,4082100
1.75,2.0899999141693115,1.7000000476837158,2.059999942779541,4417300
2.0,2.0250000953674316,1.8700000047683716,1.9600000381469727,2512500
1.9900000095367432,2.109999895095825,1.9220000505447388,2.049999952316284,2971100
2.1600000858306885,2.177999973297119,2.0299999713897705,2.0899999141693115,2036500
2.0999999046325684,2.1600000858306885,2.049999952316284,2.109999895095825,1924500
2.049999952316284,2.109999895095825,2.009999990463257,2.049999952316284,1571500
2.0799999237060547,2.119999885559082,2.0199999809265137,2.0999999046325684,1376000
2.0999999046325684,2.130000114440918,2.0299999713897705,2.109999895095825,1548500
2.140000104904175,2.1700000762939453,2.069999933242798,2.1500000953674316,1873300
2.2100000381469727,2.309999942779541,2.194999933242798,2.2699999809265137,2604800
2.25,2.359999895095825,2.2300000190734863,2.3399999141693115,2589400
2.369999885559082,2.4649999141693115,2.3399999141693115,2.440000057220459,3257900
2.5,2.515000104904175,2.3499999046325684,2.380000114440918,2131100
2.390000104904175,2.5299999713897705,2.359999895095825,2.450000047683716,3290500
2.369999885559082,2.384999990463257,2.2899999618530273,2.369999885559082,2502400
2.4000000953674316,2.4800000190734863,2.3499999046325684,2.430000066757202,1512300
2.4800000190734863,2.549999952316284,2.450000047683716,2.5,1532300
2.5,2.559999942779541,2.4549999237060547,2.4800000190734863,2707600
2.4700000286102295,2.5350000858306885,2.4149999618530273,2.5199999809265137,1983300
2.5299999713897705,2.555000066757202,2.3499999046325684,2.4000000953674316,3048700
2.2100000381469727,2.990000009536743,2.130000114440918,2.869999885559082,8837600
3.049999952316284,3.299999952316284,2.9820001125335693,3.299999952316284,7026700
3.5199999809265137,3.5910000801086426,3.180000066757202,3.549999952316284,7303600
3.5299999713897705,3.619999885559082,3.4100000858306885,3.450000047683716,3590200
3.509999990463257,3.5199999809265137,3.2100000381469727,3.2699999809265137,3431100
3.200000047683716,3.240000009536743,3.009999990463257,3.059999942779541,2663700
3.0999999046325684,3.2300000190734863,3.065000057220459,3.2100000381469727,2134600
3.0999999046325684,3.1600000858306885,3.0399999618530273,3.140000104904175,1842000
3.109999895095825,3.130000114440918,3.0199999809265137,3.049999952316284,1287700
3.0,3.075000047683716,2.890000104904175,2.9100000858306885,2372900
2.9000000953674316,3.2899999618530273,2.884999990463257,3.2699999809265137,3644900
3.1500000953674316,3.3399999141693115,3.0899999141693115,3.240000009536743,3638000
3.2799999713897705,3.4700000286102295,3.1610000133514404,3.430000066757202,3269600
3.4000000953674316,3.444999933242798,3.2249999046325684,3.299999952316284,3189500
3.3399999141693115,3.390000104904175,3.180000066757202,3.180000066757202,2098000
3.119999885559082,3.359999895095825,3.0999999046325684,3.3399999141693115,3281700
3.359999895095825,3.380000114440918,3.180000066757202,3.2799999713897705,2783600
3.319999933242798,3.3499999046325684,3.200000047683716,3.240000009536743,1876700
3.25,3.4000000953674316,3.180000066757202,3.299999952316284,2229700
3.3399999141693115,3.4700000286102295,3.2300000190734863,3.25,2384600
3.2799999713897705,3.5,3.257999897003174,3.369999885559082,3784000
3.4100000858306885,3.5,3.2799999713897705,3.430000066757202,2907900
3.450000047683716,3.618000030517578,3.390000104904175,3.5799999237060547,3002000
3.6600000858306885,3.6700000762939453,3.2799999713897705,3.319999933242798,2971000
3.3299999237060547,3.3399999141693115,3.1500000953674316,3.1700000762939453,2603700
3.069999933242798,3.140000104904175,3.0199999809265137,3.049999952316284,2095500
3.1500000953674316,3.2799999713897705,3.0799999237060547,3.2100000381469727,2180400
3.1600000858306885,3.2100000381469727,3.0850000381469727,3.109999895095825,2256700
3.1600000858306885,3.2699999809265137,3.119999885559082,3.1500000953674316,3058600
3.190000057220459,3.259999990463257,3.0999999046325684,3.2200000286102295,3417700
3.1500000953674316,3.299999952316284,3.1050000190734863,3.2300000190734863,2157200
3.2799999713897705,3.490000009536743,3.2799999713897705,3.450000047683716,2519500
3.490000009536743,3.510999917984009,3.244999885559082,3.25,2542000
3.25,3.380000114440918,3.1600000858306885,3.369999885559082,3350500
3.359999895095825,3.6700000762939453,3.2799999713897705,3.6600000858306885,4658500
3.740000009536743,4.169000148773193,3.630000114440918,4.019999980926514,6636400
3.950000047683716,4.710000038146973,3.9149999618530273,4.670000076293945,15331900
4.590000152587891,4.699999809265137,4.179999828338623,4.409999847412109,6806800
4.409999847412109,4.704999923706055,4.380000114440918,4.429999828338623,2515300
4.369999885559082,4.369999885559082,4.119999885559082,4.260000228881836,3294500
4.320000171661377,4.349999904632568,4.090000152587891,4.230000019073486,3575900
4.260000228881836,4.614999771118164,4.170000076293945,4.420000076293945,5020600
4.440000057220459,4.489999771118164,4.230000019073486,4.449999809265137,2744300
4.369999885559082,4.579999923706055,4.260000228881836,4.329999923706055,2118900
4.300000190734863,4.349999904632568,4.190999984741211,4.260000228881836,1507700
4.300000190734863,4.559000015258789,4.21999979019165,4.480000019073486,3651200
4.5,4.525000095367432,4.230000019073486,4.519999980926514,3000100
4.539999961853027,4.900000095367432,4.5,4.590000152587891,4100700
4.599999904632568,4.71999979019165,4.519999980926514,4.670000076293945,2635800
4.789999961853027,5.090000152587891,4.670000076293945,4.670000076293945,4896400
4.619999885559082,4.800000190734863,4.53000020980835,4.769999980926514,3360700
4.809999942779541,4.945000171661377,4.710999965667725,4.849999904632568,2683100
4.769999980926514,5.0,4.739999771118164,4.900000095367432,2925700
4.900000095367432,4.929999828338623,4.769999980926514,4.849999904632568,2625700
4.900000095367432,5.059999942779541,4.860000133514404,4.960000038146973,2490400
4.909999847412109,4.934999942779541,4.440000057220459,4.610000133514404,3923900
4.679999828338623,4.71999979019165,4.480000019073486,4.510000228881836,1907900
4.539999961853027,4.775000095367432,4.449999809265137,4.690000057220459,2045500
4.46999979019165,4.554999828338623,4.360000133514404,4.449999809265137,2422300
4.559999942779541,4.880000114440918,4.53000020980835,4.849999904632568,2892600
4.900000095367432,5.170000076293945,4.820000171661377,4.869999885559082,3714500
4.980000019073486,4.980000019073486,4.559999942779541,4.579999923706055,4719800
5.25,6.25,5.170000076293945,5.820000171661377,20926800
5.940000057220459,6.0,5.489999771118164,5.78000020980835,6159400
5.880000114440918,7.090000152587891,5.880000114440918,6.440000057220459,11540600
6.5,7.289999961853027,6.489999771118164,7.25,8209500
7.480000019073486,7.849999904632568,7.388999938964844,7.460000038146973,7771500
7.050000190734863,7.744999885559082,7.010000228881836,7.699999809265137,5220800
7.630000114440918,7.940000057220459,7.579999923706055,7.75,5662600
7.889999866485596,8.170000076293945,7.764999866485596,8.029999732971191,5189100
7.989999771118164,8.020000457763672,7.619999885559082,7.670000076293945,3127100
7.440000057220459,7.550000190734863,6.860000133514404,7.269999980926514,6592100
7.199999809265137,7.409999847412109,7.059999942779541,7.190000057220459,2214300
7.210000038146973,7.96999979019165,7.099999904632568,7.869999885559082,4673300
7.860000133514404,8.5,7.829999923706055,8.239999771118164,4527100
8.270000457763672,9.0,8.270000457763672,8.9399995803833,6477300
9.010000228881836,9.291000366210938,8.829999923706055,9.180000305175781,5621300
9.260000228881836,9.350000381469727,9.050000190734863,9.130000114440918,3126500
9.0600004196167,9.130000114440918,8.59000015258789,8.600000381469727,3590100
8.050000190734863,8.366999626159668,7.800000190734863,8.050000190734863,4360700
8.100000381469727,8.170000076293945,7.78000020980835,7.820000171661377,2451700
7.829999923706055,8.25,7.76200008392334,8.1899995803833,2808300
8.399999618530273,8.859999656677246,8.1899995803833,8.859999656677246,3454600
8.949999809265137,9.390000343322754,8.670000076293945,9.380000114440918,3228700
9.4399995803833,9.720000267028809,9.234999656677246,9.720000267028809,2738500
9.720000267028809,9.729999542236328,8.720000267028809,8.9399995803833,5264400
8.895000457763672,9.739999771118164,8.895000457763672,9.729999542236328,3521700
9.800000190734863,10.274999618530273,9.6899995803833,9.90999984741211,5251900
9.970000267028809,10.055000305175781,9.520000457763672,9.789999961853027,2840800
11.109999656677246,12.369999885559082,10.972999572753906,11.90999984741211,13829500
11.90999984741211,12.133199691772461,11.552000045776367,11.869999885559082,3673867
