VALE,VALE,VALE,VALE,VALE
Open,High,Low,Close,Volume
9.70407696617303,9.879340318963044,9.667178492208777,9.713300704956055,19583600
9.962359360525253,9.999256951946505,9.879339559900448,9.925461769104004,37319700
9.796321007593077,9.814770245508623,9.519588596816487,9.5933837890625,27970100
9.436568785612701,9.630281385185507,9.381222831282233,9.5933837890625,30930500
10.128398349042335,10.266764980300222,10.119174610724873,10.211418151855469,50871000
10.25754076826734,10.303662980512149,10.192970198949427,10.294438362121582,23486600
10.654189792416624,10.930922166188736,10.644965174692361,10.88479995727539,56946400
10.958595824578373,11.050839368462428,10.737210263607016,10.87557601928711,82285000
10.967820520186773,11.032391089331545,10.75565869631277,10.774107933044434,36868800
10.811005592346191,10.86635154346069,10.654190598008393,10.811005592346191,32292600
10.995493141463022,11.115410537232783,10.847902771195008,10.866351127624512,25284000
10.598843300877242,10.663414747280635,10.497375141826184,10.589618682861328,46405100
10.57117053341861,10.644965719574117,10.515823703947973,10.561945915222168,19891900
10.561945848577762,10.774107667217143,10.552721230439527,10.626517295837402,30935500
10.202194894339096,10.239092488471814,10.100725850693092,10.192970275878906,46551600
10.01770530545569,10.082276750208726,9.962359358190769,10.063827514648438,34581000
10.11917447715255,10.156072069059341,10.017705439627884,10.137622833251953,18776000
10.045379694882012,10.220643043518066,10.017705840064728,10.220643043518066,22288400
10.15607207143227,10.322110795197638,10.091500625799311,10.239091873168945,25062900
9.99003308461046,9.999257703085712,9.851667326313796,9.95313549041748,40558400
10.026930730635472,10.183745726693262,9.999257754774698,10.128398895263672,32382500
9.953136108660575,9.96236072770882,9.851667938254154,9.907013893127441,27350700
10.008481082324124,10.036154054615418,9.787094664869985,9.805543899536133,21768100
9.823993553262547,9.851667408920354,9.750198364257812,9.750198364257812,21239100
9.750197751391974,9.814769197493398,9.685627184998541,9.796319961547852,23471300
9.657954557164409,9.657954557164409,9.574934751847978,9.602607727050781,20616200
9.593383239208869,9.704076900941462,9.565710263629738,9.676403045654297,21924600
9.805545507781053,10.128399250019768,9.796320888935014,10.036155700683594,59680200
10.119175022681192,10.183745592072109,10.091501167478203,10.156072616577148,69248500
10.211417398668939,10.248314988341237,10.036154067652502,10.045378684997559,22045400
9.962359701969895,10.008481912754219,9.907012873087107,9.97158432006836,31388800
9.990032676304372,9.990032676304372,9.851666923662904,9.870115280151367,16824900
9.897787640905092,9.943909848827879,9.731748923974186,9.777871131896973,20467700
9.92546224201924,10.063827996514604,9.907013005575585,9.943910598754883,20468800
9.980808058458823,10.045379505440078,9.879339898499712,9.97158432006836,20284400
9.759422234352147,10.00848163792358,9.68562705100683,9.962359428405762,32024900
10.211418890511851,10.442029079581825,10.202195151527176,10.340560913085938,51305200
9.916238533845082,9.916238533845082,9.501140352555975,9.768648147583008,59281500
9.510364127031234,9.538037102070778,9.39967046745703,9.42734432220459,31282000
9.270529617263522,9.298202593158171,9.141387596908421,9.196734428405762,35192300
9.159835746174933,9.21518169139147,9.067591331203456,9.12293815612793,26079100
9.122939453645834,9.150612430189915,9.049144263056244,9.06759262084961,17960000
9.141387334771752,9.141387334771752,9.02146993638961,9.04914379119873,15469500
9.122938828850712,9.288977556451902,9.122938828850712,9.252079963684082,27526800
9.224406789856257,9.279753617666907,9.196733815804924,9.2428560256958,17055400
9.252079963684082,9.353549003576592,9.215182370916262,9.252079963684082,22687900
9.104489731819205,9.196734155003163,9.076816756747224,9.187509536743164,28912900
9.141386987994272,9.261304381827362,9.11371401394294,9.2428560256958,19121400
9.335099834202975,9.362772809050051,9.242856291476715,9.28897762298584,17531900
9.24285574639254,9.24285574639254,9.076816147686005,9.132162094116211,23544800
9.159837113336694,9.242856923260652,9.067592684597171,9.104490280151367,28135400
8.929226653329888,9.113714625566447,8.892329058882577,9.09526538848877,30374900
8.9845717990256,9.049143243295894,8.938449590177663,9.030694007873535,31488800
8.956899851901582,9.021470423862553,8.892329279940611,8.929226875305176,27941400
8.892328744070932,8.901552482575184,8.689391541941202,8.772411346435547,45870400
8.827756949324817,8.901552132706433,8.790859357634007,8.864654541015625,24568700
8.809308873095077,8.836981847815014,8.60637167249686,8.634044647216797,27882800
8.956899432911547,9.178284994742855,8.947674814574903,9.086041450500488,49368200
9.076815675528547,9.159835470563293,9.058366441206198,9.113713264465332,24468900
9.076817239600324,9.196734644235425,8.929226858421142,9.06759262084961,35413100
8.98103894350542,8.99034593299579,8.757676521116753,8.813517570495605,31687400
8.72044959417667,8.729756583820148,8.580848299778049,8.618075370788574,27085100
8.552926996503121,8.692529173007904,8.459859766396615,8.46916675567627,35171700
8.45055279757788,8.636688145804921,8.376098658287061,8.552927017211914,32039900
8.422632337244604,8.422632337244604,8.087587837988229,8.134121894836426,41087500
8.208576595980876,8.227190575027171,8.124815465399296,8.17134952545166,35452000
8.171349301422975,8.320257579457316,8.152736210450355,8.28303050994873,35596200
8.283031068544837,8.3295651304596,8.208576924506582,8.320258140563965,29069100
8.338872120355232,8.348179110250866,8.273724966212612,8.320258140563965,6879100
8.227190742017102,8.394713006580517,8.19927066044433,8.338871955871582,21706500
8.208576209533131,8.310951314341334,8.199270108011474,8.301644325256348,25181600
8.292337893999782,8.320257975569609,8.18996366986816,8.245803833007812,22315600
8.245802798443938,8.320256931664309,8.227189708920486,8.255109786987305,11853000
8.189962562149477,8.33887082713275,8.171348585244932,8.264416694641113,20711600
8.180656092418454,8.199270070503278,8.022440828950751,8.031747817993164,27781300
8.096895048307346,8.152736095565007,8.003827819629025,8.022440910339355,21631300
8.059668607699491,8.143429741334794,7.929374299878714,7.966601371765137,29526200
7.910759925842285,7.920066915240835,7.836305785780603,7.910759925842285,25887200
7.882839845209994,8.013134146536258,7.864225866412894,7.910759925842285,26286700
7.826998715597887,8.03174804243593,7.799078635253766,7.920066833496094,30172800
8.031747899476187,8.106202037444179,7.9852138413553595,8.022440910339355,29688900
8.106201654223115,8.180655788671283,8.003827441247708,8.152735710144043,28032100
8.134122602396511,8.236497713880476,8.050361470296316,8.162043571472168,142370500
8.24580399652571,8.441246346516982,8.24580399652571,8.320258140563965,59396200
8.357484817504883,8.385405785871894,8.227190515378963,8.357484817504883,32055600
8.404018053428047,8.46916608566833,8.236496697463851,8.255109786987305,54050100
8.255110577100924,8.292337647274188,8.171349447320237,8.273724555969238,47294300
8.394712775327564,8.450552936934855,8.34817871561258,8.357484817504883,31999000
8.338870960054399,8.55292637248908,8.310950881815806,8.525006294250488,42584600
8.469166437042798,8.478472538408983,8.366791333944922,8.40401840209961,33070800
8.394712860093355,8.534314153084571,8.36679189144441,8.441246032714844,32285400
8.525006946562439,8.860051461315443,8.515699957249666,8.739063262939453,49521100
8.776290327691164,8.850744467024768,8.645995140075684,8.645995140075684,41926200
8.525007186304787,8.72975651912704,8.478473125995633,8.711142539978027,35563700
8.766983903647068,8.813517965621756,8.71114285176476,8.776290893554688,39983400
8.720449447631836,8.794903588401702,8.692529366733979,8.720449447631836,33600100
